Esemble Gene ID,RP3V,ARC Log2>7,Gene Name
ENSMUSG00000042569,3.36,8.05,Dhrs7b
ENSMUSG00000029169,5.35,8.2,Dhx15
ENSMUSG00000032480,5.71,8.69,Dhx30
ENSMUSG00000030986,5.87,7.06,Dhx32
ENSMUSG00000027770,8.81,9.43,Dhx36
ENSMUSG00000018425,3.38,7.41,Dhx40
ENSMUSG00000029433,1.75,7.48,Diablo
ENSMUSG00000021692,3.6,8.74,Dimt1
ENSMUSG00000029270,6.24,11.44,Dipk1a
ENSMUSG00000036186,3.85,9.42,Dipk1b
ENSMUSG00000040035,9.98,11.62,Disp2
ENSMUSG00000031403,6.82,8.41,Dkc1
ENSMUSG00000000168,7.1,9.16,Dlat
ENSMUSG00000020664,7.33,11.83,Dld
ENSMUSG00000061689,2.22,7.66,Dlgap4
ENSMUSG00000004789,2.43,7.28,Dlst
ENSMUSG00000028398,5.32,9.15,Dmac1
ENSMUSG00000054894,11.64,11.14,Dmac2l
ENSMUSG00000009640,3.19,9.36,Dmap1
ENSMUSG00000031323,4.73,10.27,Dmrtc1a
ENSMUSG00000022099,3.27,8.15,Dmtn
ENSMUSG00000041268,9.52,7.24,Dmxl2
ENSMUSG00000028410,12.8,13.35,Dnaja1
ENSMUSG00000031701,10.22,11.69,Dnaja2
ENSMUSG00000004069,3.55,9.17,Dnaja3
ENSMUSG00000005483,8.73,9.1,Dnajb1
ENSMUSG00000004460,6.87,10.31,Dnajb11
ENSMUSG00000026203,5.97,7.17,Dnajb2
ENSMUSG00000028035,8.66,10.35,Dnajb4
ENSMUSG00000029131,12.66,12.29,Dnajb6
ENSMUSG00000014905,9.16,10.79,Dnajb9
ENSMUSG00000027006,8.28,9.72,Dnajc10
ENSMUSG00000039768,4.46,7.46,Dnajc11
ENSMUSG00000036764,9.17,11.65,Dnajc12
ENSMUSG00000022013,12.33,11.31,Dnajc15
ENSMUSG00000034278,3.14,8,Dnajc17
ENSMUSG00000024350,5.74,7.43,Dnajc18
ENSMUSG00000027679,12.1,11.15,Dnajc19
ENSMUSG00000083854,9.73,8.64,Dnajc19-ps
ENSMUSG00000029014,9.9,9.86,Dnajc2
ENSMUSG00000044224,9.1,10.3,Dnajc21
ENSMUSG00000070972,2.11,7.39,Dnajc25
ENSMUSG00000022136,8.42,11.79,Dnajc3
ENSMUSG00000000826,7.43,10.42,Dnajc5
ENSMUSG00000028528,6.16,8.4,Dnajc6
ENSMUSG00000014195,11.06,11.63,Dnajc7
ENSMUSG00000054405,12.91,12.89,Dnajc8
ENSMUSG00000021811,8.64,9.32,Dnajc9
ENSMUSG00000036766,9.88,11.07,Dner
ENSMUSG00000075467,11.39,9.09,Dnlz
ENSMUSG00000026825,7.98,9.37,Dnm1
ENSMUSG00000022789,10.18,11.82,Dnm1l
ENSMUSG00000040265,10.25,7.74,Dnm3
ENSMUSG00000026209,5.29,8.85,Dnpep
ENSMUSG00000017299,9.89,9.55,Dnttip1
ENSMUSG00000039756,9.75,10.24,Dnttip2
ENSMUSG00000078440,4.74,8.74,Dohh
ENSMUSG00000024826,7.9,8.96,Dpf2
ENSMUSG00000021905,6.81,10.26,Dph3
ENSMUSG00000057147,4.77,7.88,Dph6
ENSMUSG00000026975,3.46,7.53,Dph7
ENSMUSG00000078919,3.06,7.41,Dpm1
ENSMUSG00000026810,9.24,9.28,Dpm2
ENSMUSG00000042737,12.82,11.36,Dpm3
ENSMUSG00000061576,8.83,10.29,Dpp6
ENSMUSG00000024067,12.27,12.19,Dpy30
ENSMUSG00000022048,11.02,11.6,Dpysl2
ENSMUSG00000027900,4.94,10.86,Dram2
ENSMUSG00000024914,11.81,12.09,Drap1
ENSMUSG00000020457,10.13,11.71,Drg1
ENSMUSG00000020537,3.4,8.23,Drg2
ENSMUSG00000022191,6.64,7.4,Drosha
ENSMUSG00000050272,0.14,7.6,Dscam
ENSMUSG00000026131,7.45,8.13,Dst
ENSMUSG00000015932,8.49,10.46,Dstn
ENSMUSG00000027430,10.06,12.2,Dtd1
ENSMUSG00000024302,1.99,8.03,Dtna
ENSMUSG00000057531,7.56,9.9,Dtnbp1
ENSMUSG00000040415,4.35,7.34,Dtx3
ENSMUSG00000026281,7.74,8.87,Dtymk
ENSMUSG00000024190,11.82,12.39,Dusp1
ENSMUSG00000026659,4.6,7.88,Dusp12
ENSMUSG00000018648,4.86,9.9,Dusp14
ENSMUSG00000039661,7.27,11.3,Dusp26
ENSMUSG00000019960,4.04,8.54,Dusp6
ENSMUSG00000037887,5.75,7.93,Dusp8
ENSMUSG00000027203,10.96,9.65,Dut
ENSMUSG00000018707,7.97,9.3,Dync1h1
ENSMUSG00000029757,11.83,10.62,Dync1i1
ENSMUSG00000027012,11.08,10.81,Dync1i2
ENSMUSG00000032435,4.74,10.32,Dync1li1
ENSMUSG00000035770,6.86,8.83,Dync1li2
ENSMUSG00000024253,8.32,7.11,Dync2li1
ENSMUSG00000009013,13.32,12.99,Dynll1
ENSMUSG00000020483,12.61,12.15,Dynll2
ENSMUSG00000047459,14.81,14.14,Dynlrb1
ENSMUSG00000082691,9.57,10.01,Dynlt1-ps1
ENSMUSG00000096255,8.9,9.42,Dynlt1b
ENSMUSG00000031176,8.79,9.81,Dynlt3
ENSMUSG00000037259,10.56,7.55,Dzank1
ENSMUSG00000042156,0.91,8.75,Dzip1
ENSMUSG00000064061,8.41,9.44,Dzip3
ENSMUSG00000087177,2.92,7.81,E130307A14Rik
ENSMUSG00000057469,5.43,9.2,E2f6
ENSMUSG00000021890,0.64,7.34,Eaf1
ENSMUSG00000054302,9.91,11.26,Eapp
ENSMUSG00000022339,7.12,8.49,Ebag9
ENSMUSG00000028729,8.49,9.83,Ebna1bp2
ENSMUSG00000021928,7.66,11.1,Ebpl
ENSMUSG00000021810,1.82,8.73,Ecd
ENSMUSG00000022842,3.65,7.31,Ece2
ENSMUSG00000026247,6.31,9.66,Ecel1
ENSMUSG00000053898,5.84,8.6,Ech1
ENSMUSG00000025465,5.24,9.99,Echs1
ENSMUSG00000021417,3.71,7.21,Eci2
ENSMUSG00000038312,4.82,7.54,Edem2
ENSMUSG00000015092,13.29,13.08,Edf1
ENSMUSG00000034488,7.26,11.16,Edil3
ENSMUSG00000036499,4.4,7.71,Eea1
ENSMUSG00000037742,13.59,12.78,Eef1a1
ENSMUSG00000021951,10.36,10.77,Eef1akmt1
ENSMUSG00000030960,10.19,10.46,Eef1akmt2
ENSMUSG00000025967,12.22,12.05,Eef1b2
ENSMUSG00000055762,6.29,10.2,Eef1d
ENSMUSG00000001707,11.79,11.91,Eef1e1
ENSMUSG00000071644,11.3,11.05,Eef1g
ENSMUSG00000034994,8,9.93,Eef2
ENSMUSG00000068617,5.68,8.39,Efcab1
ENSMUSG00000020562,12.53,9.33,Efcab10
ENSMUSG00000034210,2.56,7.3,Efcab14
ENSMUSG00000026495,6.32,7.26,Efcab2
ENSMUSG00000048915,9.92,10.1,Efna5
ENSMUSG00000003934,7.9,7.17,Efnb3
ENSMUSG00000015002,2.32,9,Efr3a
ENSMUSG00000038418,4.66,8.14,Egr1
ENSMUSG00000024065,2.74,7.02,Ehd3
ENSMUSG00000013787,3.13,7.57,Ehmt2
ENSMUSG00000062762,2.83,8.46,Ei24
ENSMUSG00000091337,11.94,11.75,Eid1
ENSMUSG00000046058,8.48,7.6,Eid2
ENSMUSG00000070705,4.13,8.51,Eid2b
ENSMUSG00000035530,12.36,12.61,Eif1
ENSMUSG00000057561,11.75,12.75,Eif1a
ENSMUSG00000067194,4.61,8.1,Eif1ax
ENSMUSG00000006941,12.86,12.42,Eif1b
ENSMUSG00000027810,4.95,9.05,Eif2a
ENSMUSG00000029388,8.81,9.39,Eif2b1
ENSMUSG00000004788,4.07,8.44,Eif2b2
ENSMUSG00000028683,9.39,11.43,Eif2b3
ENSMUSG00000029145,3.17,7.15,Eif2b4
ENSMUSG00000003235,2.17,7.11,Eif2b5
ENSMUSG00000021116,8,11.25,Eif2s1
ENSMUSG00000074656,12.31,12.16,Eif2s2
ENSMUSG00000035150,7.83,7.29,Eif2s3x
ENSMUSG00000024991,7.71,10.37,Eif3a
ENSMUSG00000056076,5.35,9.13,Eif3b
ENSMUSG00000030738,7.01,10.85,Eif3c
ENSMUSG00000016554,4.96,9.34,Eif3d
ENSMUSG00000022336,8.23,11.52,Eif3e
ENSMUSG00000031029,6.11,7.34,Eif3f
ENSMUSG00000070319,10.55,11.9,Eif3g
ENSMUSG00000022312,11.05,10.54,Eif3h
ENSMUSG00000028798,9.27,11.32,Eif3i
ENSMUSG00000027236,5.9,7.11,Eif3j1
ENSMUSG00000053565,9.96,10.74,Eif3k
ENSMUSG00000033047,7.54,10.1,Eif3l
ENSMUSG00000027170,11.53,10.84,Eif3m
ENSMUSG00000101188,3.24,7.62,Eif4a-ps4
ENSMUSG00000059796,8.15,11.57,Eif4a1
ENSMUSG00000022884,13.28,12.44,Eif4a2
ENSMUSG00000025580,8.85,9.35,Eif4a3
ENSMUSG00000058655,10.19,9.7,Eif4b
ENSMUSG00000028156,10.71,13.12,Eif4e
ENSMUSG00000026254,5.57,8.25,Eif4e2
ENSMUSG00000045983,4.37,7.64,Eif4g1
ENSMUSG00000005610,11.33,12.2,Eif4g2
ENSMUSG00000028760,8.88,8.14,Eif4g3
ENSMUSG00000040731,5.87,9.12,Eif4h
ENSMUSG00000021282,14.03,13.97,Eif5
ENSMUSG00000078812,10.19,12.71,Eif5a
ENSMUSG00000026083,9.08,9.57,Eif5b
ENSMUSG00000027613,8.88,11.07,Eif6
ENSMUSG00000036613,6.36,8.91,Eipr1
ENSMUSG00000040028,5.04,8.48,Elavl1
ENSMUSG00000003410,7.83,8.47,Elavl3
ENSMUSG00000028546,10.72,11.62,Elavl4
ENSMUSG00000041112,10.78,8.88,Elmo1
ENSMUSG00000041986,9.39,8.55,Elmod1
ENSMUSG00000055839,14.81,14.06,Elob
ENSMUSG00000079658,13.09,13.28,Eloc
ENSMUSG00000013822,9.95,12.03,Elof1
ENSMUSG00000032349,5.33,8.04,Elovl5
ENSMUSG00000024271,7.35,10.86,Elp2
ENSMUSG00000022031,5.65,7.87,Elp3
ENSMUSG00000018565,9.31,10.27,Elp5
ENSMUSG00000021728,9.04,11.28,Emb
ENSMUSG00000078517,5.6,9.08,Emc1
ENSMUSG00000008140,5.81,9.78,Emc10
ENSMUSG00000022337,11.25,11.72,Emc2
ENSMUSG00000030286,9.26,10.78,Emc3
ENSMUSG00000027131,13.28,13,Emc4
ENSMUSG00000047260,7.85,11.19,Emc6
ENSMUSG00000055943,12.71,12.35,Emc7
ENSMUSG00000031819,6.55,10.5,Emc8
ENSMUSG00000022217,9.57,11.07,Emc9
ENSMUSG00000001964,4.09,7.19,Emd
ENSMUSG00000004268,7.44,9.51,Emg1
ENSMUSG00000051166,4.24,8.2,Eml5
ENSMUSG00000022995,11.01,10.37,Enah
ENSMUSG00000037419,4.74,7.48,Endod1
ENSMUSG00000063524,9.45,12.71,Eno1
ENSMUSG00000059040,5.43,9.12,Eno1b
ENSMUSG00000004267,11.33,10.46,Eno2
ENSMUSG00000029326,7.73,9.97,Enoph1
ENSMUSG00000031109,3,9.09,Enox2
ENSMUSG00000037370,0,7.83,Enpp1
ENSMUSG00000022425,10.24,8.74,Enpp2
ENSMUSG00000023960,12.74,11.91,Enpp5
ENSMUSG00000038619,11.36,12.68,Ensa
ENSMUSG00000033068,5.41,8.7,Entpd6
ENSMUSG00000026927,3.35,9.83,Entr1
ENSMUSG00000022338,9.8,10.51,Eny2
ENSMUSG00000029505,7.73,7.62,Ep400
ENSMUSG00000027624,8.28,8.33,Epb41l1
ENSMUSG00000024044,6.16,8.26,Epb41l3
ENSMUSG00000002808,10.02,12.18,Epdr1
ENSMUSG00000046785,3.61,7.22,Epm2aip1
ENSMUSG00000026615,8.89,9.76,Eprs
ENSMUSG00000028552,3.93,8.47,Eps15
ENSMUSG00000040640,3.91,8.9,Erc2
ENSMUSG00000003549,8.81,10.52,Ercc1
ENSMUSG00000021252,6.21,8.34,Erg28
ENSMUSG00000001576,5.56,9.38,Ergic1
ENSMUSG00000030304,8.63,11.51,Ergic2
ENSMUSG00000005881,12.56,13.05,Ergic3
ENSMUSG00000021131,12.5,12.27,Erh
ENSMUSG00000033423,11.29,12.5,Eri3
ENSMUSG00000020311,10.68,9.67,Erlec1
ENSMUSG00000031483,5.94,7.96,Erlin2
ENSMUSG00000036552,6.84,7.69,Ermard
ENSMUSG00000021831,5.78,7.51,Ero1l
ENSMUSG00000029616,11.84,11.46,Erp29
ENSMUSG00000028343,9.49,11.5,Erp44
ENSMUSG00000021996,12.74,12.52,Esd
ENSMUSG00000045624,7.69,10.35,Esf1
ENSMUSG00000019768,9.32,11.65,Esr1
ENSMUSG00000024360,8.42,9.57,Etf1
ENSMUSG00000032314,12.37,11.38,Etfa
ENSMUSG00000004610,10.46,12.2,Etfb
ENSMUSG00000027809,3.09,9.29,Etfdh
ENSMUSG00000040370,9.69,11.42,Etfrf1
ENSMUSG00000064254,8.77,9.97,Ethe1
ENSMUSG00000030275,10.94,10.55,Etnk1
ENSMUSG00000022895,9.65,9.7,Ets2
ENSMUSG00000011831,4.96,7.23,Evi5
ENSMUSG00000009079,10.08,11.51,Ewsr1
ENSMUSG00000032705,4.12,7.07,Exd2
ENSMUSG00000034152,4.89,9.37,Exoc3
ENSMUSG00000061244,4.69,9.67,Exoc5
ENSMUSG00000020792,4.84,8.35,Exoc7
ENSMUSG00000034321,7.66,9.29,Exosc1
ENSMUSG00000039356,7.53,9.24,Exosc2
ENSMUSG00000028322,4.83,8.41,Exosc3
ENSMUSG00000034259,7.07,10.32,Exosc4
ENSMUSG00000025785,10.62,11.86,Exosc7
ENSMUSG00000027752,9.94,9.84,Exosc8
ENSMUSG00000027714,8.9,8.78,Exosc9
ENSMUSG00000027198,4.89,7.43,Ext2
ENSMUSG00000027963,4.82,9.88,Extl2
ENSMUSG00000052397,3.66,8.14,Ezr
ENSMUSG00000073684,6.96,9.55,Faap20
ENSMUSG00000028773,9.54,10.72,Fabp3
ENSMUSG00000027533,10.43,9.41,Fabp5
ENSMUSG00000010517,7.44,8.36,Faf1
ENSMUSG00000025873,6.58,10.56,Faf2
ENSMUSG00000027371,5.65,9.8,Fahd2a
ENSMUSG00000032463,9.99,10.33,Faim
ENSMUSG00000023011,10.99,11.85,Faim2
ENSMUSG00000041629,10.7,9.29,Fam104a
ENSMUSG00000020523,7,8.56,Fam114a2
ENSMUSG00000050471,5.63,9.28,Fam118b
ENSMUSG00000014763,1.81,9.09,Fam120b
ENSMUSG00000074922,4.49,10.02,Fam122a
ENSMUSG00000038174,5.47,9.15,Fam126b
ENSMUSG00000050821,7.7,7.31,Fam131a
ENSMUSG00000058503,7.01,9.68,Fam133b
ENSMUSG00000057497,10.74,10.99,Fam136a
ENSMUSG00000070044,5.9,7.05,Fam149a
ENSMUSG00000039599,4.27,8.35,Fam149b
ENSMUSG00000079157,8.89,7.97,Fam155a
ENSMUSG00000003955,11.81,11.37,Fam162a
ENSMUSG00000029461,4.42,7.91,Fam168a
ENSMUSG00000037503,8.78,8.25,Fam168b
ENSMUSG00000041817,3.01,7.22,Fam169a
ENSMUSG00000048388,10.86,9.59,Fam171b
ENSMUSG00000057411,11.23,11.07,Fam173a
ENSMUSG00000051185,5.72,11,Fam174a
ENSMUSG00000049154,12.19,12.09,Fam183b
ENSMUSG00000031774,7.39,7.96,Fam192a
ENSMUSG00000057858,7.7,10.34,Fam204a
ENSMUSG00000033557,4.71,7.07,Fam20b
ENSMUSG00000025854,8.16,8.78,Fam20c
ENSMUSG00000034858,4.81,7.09,Fam214a
ENSMUSG00000029463,9.74,11.8,Fam216a
ENSMUSG00000020083,8.67,7.06,Fam241b
ENSMUSG00000003039,10.54,12.01,Fam32a
ENSMUSG00000029672,8.13,11.18,Fam3c
ENSMUSG00000024993,5.39,10.22,Fam45a
ENSMUSG00000022378,10.38,10.67,Fam49b
ENSMUSG00000069808,2.74,7.07,Fam57a
ENSMUSG00000028878,8.5,7.92,Fam76a
ENSMUSG00000069237,8.2,7.74,Fam8a1
ENSMUSG00000037119,3.48,7.41,Fam91a1
ENSMUSG00000028218,11.16,11.59,Fam92a
ENSMUSG00000030759,6.61,9.12,Far1
ENSMUSG00000021420,6.05,7.67,Fars2
ENSMUSG00000026245,7.91,11.34,Farsb
ENSMUSG00000025962,5.28,8.72,Fastkd2
ENSMUSG00000038274,12.23,11.88,Fau
ENSMUSG00000046865,5.37,8.73,Fbl
ENSMUSG00000051062,9.29,8.85,Fbll1
ENSMUSG00000025738,5.96,7.3,Fbxl16
ENSMUSG00000032507,6.1,9.6,Fbxl2
ENSMUSG00000022124,5.34,9.21,Fbxl3
ENSMUSG00000039753,7.91,9.86,Fbxl5
ENSMUSG00000005371,8.14,9.51,Fbxo11
ENSMUSG00000032898,3.08,7.65,Fbxo21
ENSMUSG00000032309,6.26,8.62,Fbxo22
ENSMUSG00000038365,5.65,9.86,Fbxo25
ENSMUSG00000027180,10.57,10.83,Fbxo3
ENSMUSG00000052934,4.71,9.74,Fbxo31
ENSMUSG00000035329,5.57,7.36,Fbxo33
ENSMUSG00000073633,9.3,7.54,Fbxo36
ENSMUSG00000042211,5.27,8.25,Fbxo38
ENSMUSG00000029001,10.7,9.8,Fbxo44
ENSMUSG00000035764,4.1,7.43,Fbxo45
ENSMUSG00000055401,7.65,8.6,Fbxo6
ENSMUSG00000001366,3.6,9.29,Fbxo9
ENSMUSG00000020271,5.65,7.94,Fbxw11
ENSMUSG00000037816,2.14,8.01,Fbxw17
ENSMUSG00000035949,8.92,8.06,Fbxw2
ENSMUSG00000015095,1.21,7.42,Fbxw5
ENSMUSG00000028086,5.64,10.54,Fbxw7
ENSMUSG00000021243,12.25,11.89,Fcf1
ENSMUSG00000021273,10.39,11.59,Fdft1
ENSMUSG00000032051,4.78,10.6,Fdx1
ENSMUSG00000079677,7.33,7.65,Fdx2
ENSMUSG00000024588,6.34,7.59,Fech
ENSMUSG00000032244,5.27,9.4,Fem1b
ENSMUSG00000037712,5.08,8.74,Fermt2
ENSMUSG00000032118,12.06,13.19,Fez1
ENSMUSG00000056121,7.8,8.78,Fez2
ENSMUSG00000022523,7.61,11.05,Fgf12
ENSMUSG00000031137,5.91,11.98,Fgf13
ENSMUSG00000025551,2.5,7.34,Fgf14
ENSMUSG00000021974,6.6,7.43,Fgf9
ENSMUSG00000040242,10.24,10.99,Fgfr1op2
ENSMUSG00000026526,8.77,8.7,Fh1
ENSMUSG00000023092,9.63,9.9,Fhl1
ENSMUSG00000024911,5.56,8.63,Fibp
ENSMUSG00000029227,7.06,8.95,Fip1l1
ENSMUSG00000019054,13.53,13.02,Fis1
ENSMUSG00000003355,7.52,7.82,Fkbp11
ENSMUSG00000032966,11.4,13.47,Fkbp1a
ENSMUSG00000056629,14.26,13.45,Fkbp2
ENSMUSG00000056629,14.26,13.45,Fkbp2
ENSMUSG00000020949,15.42,14.53,Fkbp3
ENSMUSG00000030357,8.59,11.84,Fkbp4
ENSMUSG00000019428,7.5,8.05,Fkbp8
ENSMUSG00000028414,6.62,7.3,Fktn
ENSMUSG00000002812,1.12,8.14,Flii
ENSMUSG00000059714,6.11,9.9,Flot1
ENSMUSG00000061981,3.06,7.54,Flot2
ENSMUSG00000023911,10.85,10.71,Flywch2
ENSMUSG00000019689,13.29,11.85,Fmc1
ENSMUSG00000039735,3.39,7.44,Fnbp1l
ENSMUSG00000033487,8.92,9.35,Fndc3a
ENSMUSG00000048721,10.91,10.28,Fndc9
ENSMUSG00000015994,12.05,12.7,Fnta
ENSMUSG00000022677,10.64,10.88,Fopnl
ENSMUSG00000021250,12.06,10.12,Fos
ENSMUSG00000003545,6.52,9.39,Fosb
ENSMUSG00000054237,11.09,9.55,Fra10ac1
ENSMUSG00000031590,11.58,11.68,Frg1
ENSMUSG00000045589,6.57,9.26,Frrs1l
ENSMUSG00000011589,7.52,9.72,Fsd1
ENSMUSG00000054752,2.98,7.34,Fsd1l
ENSMUSG00000024661,14.05,14.39,Fth1
ENSMUSG00000050708,12.3,13.04,Ftl1
ENSMUSG00000055932,5.57,8.59,Fto
ENSMUSG00000031171,3.11,8.09,Ftsj1
ENSMUSG00000028034,8.21,9.8,Fubp1
ENSMUSG00000028673,10.11,9.81,Fuca1
ENSMUSG00000019810,7.33,9.72,Fuca2
ENSMUSG00000025040,11.96,11.77,Fundc1
ENSMUSG00000031198,10.67,10.81,Fundc2
ENSMUSG00000025466,9.73,10.85,Fuom
ENSMUSG00000030795,5.29,7.68,Fus
ENSMUSG00000011658,5.46,7.43,Fuz
ENSMUSG00000059363,5.07,8.76,Fxn
ENSMUSG00000027680,10.12,10.44,Fxr1
ENSMUSG00000066705,11.18,11.22,Fxyd6
ENSMUSG00000022800,7.21,10.19,Fyttd1
ENSMUSG00000020235,4.32,7.9,Fzr1
ENSMUSG00000018583,5.35,9.55,G3bp1
ENSMUSG00000029405,9.99,11.42,G3bp2
ENSMUSG00000025579,13.59,12.93,Gaa
ENSMUSG00000018567,12.66,12.56,Gabarap
ENSMUSG00000030161,12.6,12.21,Gabarapl1
ENSMUSG00000031950,12.34,12.57,Gabarapl2
ENSMUSG00000024462,11.28,10.22,Gabbr1
ENSMUSG00000000560,7.9,9.63,Gabra2
ENSMUSG00000031343,7,7.31,Gabra3
ENSMUSG00000029212,10.13,10.38,Gabrb1
ENSMUSG00000033676,9.21,9.98,Gabrb3
ENSMUSG00000001260,5.61,8.54,Gabrg1
ENSMUSG00000020436,9.21,11.19,Gabrg2
ENSMUSG00000021453,11.65,12.79,Gadd45g
ENSMUSG00000033751,10.12,10.2,Gadd45gip1
ENSMUSG00000024907,17.32,12.7,Gal
ENSMUSG00000027207,3.36,8.25,Galk2
ENSMUSG00000000420,1.2,8.56,Galnt1
ENSMUSG00000038072,4.51,7.47,Galnt11
ENSMUSG00000060988,8.18,8.38,Galnt13
ENSMUSG00000021130,8.73,8.73,Galnt16
ENSMUSG00000038296,0,7.86,Galnt18
ENSMUSG00000071650,4.55,8.48,Ganab
ENSMUSG00000047261,16.16,16.52,Gap43
ENSMUSG00000057666,5.54,8.23,Gapdh
ENSMUSG00000026867,3.91,7.97,Gapvd1
ENSMUSG00000029777,6.09,9.49,Gars
ENSMUSG00000022962,4.62,8.5,Gart
ENSMUSG00000053332,12.72,12.39,Gas5
ENSMUSG00000042390,3.05,7.11,Gatad2b
ENSMUSG00000029536,3.33,7.04,Gatc
ENSMUSG00000051007,8.05,8.12,Gatd1
ENSMUSG00000028048,1.62,7.06,Gba
ENSMUSG00000022707,3.86,7.14,Gbe1
ENSMUSG00000038039,8.63,9.76,Gcc2
ENSMUSG00000028124,4.42,7.43,Gclm
ENSMUSG00000034424,11.05,9.82,Gcsh
ENSMUSG00000025777,7.32,10.86,Gdap1
ENSMUSG00000017943,5.3,9.45,Gdap1l1
ENSMUSG00000027865,5.94,7.45,Gdap2
ENSMUSG00000033917,9.07,11.73,Gde1
ENSMUSG00000015291,12.27,13.58,Gdi1
ENSMUSG00000021218,8.45,11.59,Gdi2
ENSMUSG00000061666,9.02,9.72,Gdpd1
ENSMUSG00000028214,5.56,8.53,Gem
ENSMUSG00000044709,5.85,10.1,Gemin7
ENSMUSG00000023147,8.15,10.75,Get1
ENSMUSG00000025858,4.24,8.77,Get4
ENSMUSG00000029992,7.17,7.47,Gfpt1
ENSMUSG00000027316,7.02,7.19,Gfra4
ENSMUSG00000030872,4.44,7.61,Gga2
ENSMUSG00000020530,11.13,12.17,Ggnbp2
ENSMUSG00000021302,7.38,9.05,Ggps1
ENSMUSG00000041028,11.61,12.75,Ghitm
ENSMUSG00000048000,8.4,8.57,Gigyf2
ENSMUSG00000040006,9.68,10.44,Ginm1
ENSMUSG00000031546,4.95,8.03,Gins4
ENSMUSG00000019433,3.43,8.45,Gipc1
ENSMUSG00000021552,6.58,9.39,Gkap1
ENSMUSG00000032252,0.73,9.31,Glce
ENSMUSG00000029276,5.84,8.82,Glmn
ENSMUSG00000024026,11.43,12.91,Glo1
ENSMUSG00000075391,6.92,8.05,Glo1-ps
ENSMUSG00000017286,7.31,11.07,Glod4
ENSMUSG00000028020,10.68,11.48,Glrb
ENSMUSG00000021591,3.57,9.24,Glrx
ENSMUSG00000018196,11.23,10.73,Glrx2
ENSMUSG00000031068,11.45,12.1,Glrx3
ENSMUSG00000021102,13.02,12.51,Glrx5
ENSMUSG00000026103,4.38,9.67,Gls
ENSMUSG00000021916,6.99,9.85,Glt8d1
ENSMUSG00000021794,9.44,10.56,Glud1
ENSMUSG00000026473,5.95,7.74,Glul
ENSMUSG00000022536,5.53,8.38,Glyr1
ENSMUSG00000058064,9.37,8.93,Gm10036
ENSMUSG00000091478,11.64,11.46,Gm10039
ENSMUSG00000058927,8.65,8.28,Gm10053
ENSMUSG00000063412,9.77,9.61,Gm10131
ENSMUSG00000063754,8.35,7.12,Gm10136
ENSMUSG00000064317,9.11,7.81,Gm10146
ENSMUSG00000090136,8.18,7.73,Gm10177
ENSMUSG00000067719,8.68,8.16,Gm10221
ENSMUSG00000068706,11.48,10.94,Gm10250
ENSMUSG00000069682,7.68,7.63,Gm10275
ENSMUSG00000092116,6.57,7.14,Gm10320
ENSMUSG00000073656,9.45,10.31,Gm10558
ENSMUSG00000079884,5.26,8.7,Gm10698
ENSMUSG00000082998,8.57,8.32,Gm11221
ENSMUSG00000081153,8.17,7.46,Gm11401
ENSMUSG00000094344,8.07,9.3,Gm11942
ENSMUSG00000081021,8.78,8.64,Gm11964
ENSMUSG00000080904,10.52,9.4,Gm11966
ENSMUSG00000099902,8.23,8.92,Gm12115
ENSMUSG00000082454,5.91,7.52,Gm12183
ENSMUSG00000084384,9.24,9.12,Gm12251
ENSMUSG00000081552,10.42,10.26,Gm12328
ENSMUSG00000081485,11.1,10.05,Gm12338
ENSMUSG00000083899,7.28,7.38,Gm12346
ENSMUSG00000070729,8.43,9.07,Gm12966
ENSMUSG00000083678,7.92,8.56,Gm12989
ENSMUSG00000085787,7.55,7.61,Gm13092
ENSMUSG00000083240,8.74,9.96,Gm13453
ENSMUSG00000082536,7.13,7.5,Gm13456
ENSMUSG00000081999,5.89,7.08,Gm13461
ENSMUSG00000087701,8.7,8.92,Gm13493
ENSMUSG00000082908,7.91,9.01,Gm13736
ENSMUSG00000086922,9.69,9.9,Gm13835
ENSMUSG00000081010,5.76,7.28,Gm13880
ENSMUSG00000087056,9.09,8.24,Gm14004
ENSMUSG00000082321,7.65,9.08,Gm14253
ENSMUSG00000084067,8.66,9.48,Gm14269
ENSMUSG00000084113,7.64,7.01,Gm14277
ENSMUSG00000095362,4.46,7.9,Gm14325
ENSMUSG00000084230,5.34,7.04,Gm14388
ENSMUSG00000081308,10.19,10.13,Gm14480
ENSMUSG00000083097,8.45,8.95,Gm14494
ENSMUSG00000084830,10.89,10.19,Gm14539
ENSMUSG00000083621,7.07,7.03,Gm14586
ENSMUSG00000079593,10.05,10.05,Gm14597
ENSMUSG00000081603,6.77,8.37,Gm14681
ENSMUSG00000081051,8.18,7.96,Gm15427
ENSMUSG00000083396,7.02,7.05,Gm15542
ENSMUSG00000078183,7.81,8.17,Gm15610
ENSMUSG00000062353,8.62,7.58,Gm15772
ENSMUSG00000024571,9.25,12.42,Gm16286
ENSMUSG00000084093,9.46,8.61,Gm16418
ENSMUSG00000024761,8.86,9.12,Gm16437
ENSMUSG00000070858,12.68,11.04,Gm1673
ENSMUSG00000041035,13.41,12.32,Gm17018
ENSMUSG00000092325,7.55,8.82,Gm18284
ENSMUSG00000041716,4.69,8.47,Gm20604
ENSMUSG00000095403,4.38,7.24,Gm21092
ENSMUSG00000094530,9.02,9.4,Gm21399
